JobID,Title,ExperienceLevel,YearsOfExperience,Skills,Responsibilities,Keywords
SRE-E-019,Site Reliability Engineer,Experienced,13+,"Python, Go, Java; Bash/Zsh scripting; Linux/Windows; Cloud platforms expert; Docker, Kubernetes; CI/CD pipelines; IaC (Terraform, Ansible, Puppet, Chef); Monitoring & logging; Networking; Automation; Distributed systems design; Security and compliance; Problem-solving; Leadership; Collaboration; Communication",Lead SRE teams for enterprise systems; Implement and maintain CI/CD pipelines and IaC; Manage containerized and distributed systems; Monitor and improve system reliability; Drive automation initiatives; Mentor and train SRE engineers; Collaborate with development and operations teams,Python; Go; Linux; Docker; Kubernetes; AWS; Terraform; CI/CD; Monitoring; Distributed Systems
SRE-E-020,Site Reliability Engineer,Experienced,15+,"Python, Go, Java; Bash/Zsh scripting; Linux/Windows administration expert; Cloud platforms expert; Docker, Kubernetes expert; CI/CD pipelines expert; IaC (Terraform, Ansible, Puppet, Chef); Monitoring & logging expert (Prometheus, Grafana, ELK, Nagios, Splunk); Networking (TCP/IP, DNS, Load Balancing, CDN); Automation; Distributed systems architecture; Security and compliance; Problem-solving; Leadership; Collaboration; Communication","Strategic oversight of SRE operations; Lead automation, CI/CD, and IaC strategies; Ensure enterprise system reliability and scalability; Optimize performance and incident response; Mentor senior and junior SRE engineers; Collaborate with cross-functional teams across the organization",Python; Go; Linux; Docker; Kubernetes; AWS; Terraform; CI/CD; Monitoring; Distributed Systems
SD001,Software Developer - Entry Level,Fresher,0–1 year,Java; Python; C++; HTML; CSS; JavaScript; SQL; Git; Problem-solving; Collaboration,"Contribute to software development projects; Write clean code in Java, Python, or C++; Assist in developing web interfaces with HTML, CSS, JavaScript; Participate in debugging and testing; Collaborate in Agile sprints; Learn from senior engineers and adapt to new technologies",Software Developer; Entry-Level; Fresher; Java; Python; C++; Web Development; Agile
SD002,Software Developer - Entry Level,Fresher,0–1 year,Java; Python; C++; HTML; CSS; JavaScript; SQL; Git; Teamwork; Problem-solving,"Assist in building and maintaining software applications; Develop front-end components using HTML, CSS, JavaScript; Support backend development in Java or Python; Write SQL queries; Participate in testing and debugging; Collaborate with the team in Agile workflows",Software Developer; Entry-Level; Fresher; Frontend; Backend; Agile; Teamwork
SD003,Software Developer - Entry Level,Fresher,0–1 year,Java; Python; C++; HTML; CSS; JavaScript; SQL; Git; Problem-solving; Teamwork,"Assist in coding, debugging, and testing applications; Support front-end development using JavaScript frameworks; Maintain database scripts; Collaborate with senior developers; Learn best practices in software engineering",Software Developer; Entry-Level; Fresher; Frontend; Backend; Debugging; Testing
SD004,Software Developer - Entry Level,Fresher,0–1 year,Java; Python; C++; HTML; CSS; JavaScript; SQL; Git; Analytical thinking; Collaboration,"Develop front-end interfaces using HTML, CSS, JavaScript; Write server-side logic in Java or Python; Create and maintain SQL queries; Participate in debugging and testing; Collaborate with team members in Agile workflow",Software Developer; Entry-Level; Fresher; Frontend; Backend; Agile; Teamwork
SD005,Software Developer - Entry Level,Fresher,0–1 year,Java; Python; C++; HTML; CSS; JavaScript; SQL; Git; Problem-solving; Communication,"Write code in Java, Python, or C++; Assist in front-end web development with HTML, CSS, and JavaScript; Maintain SQL databases; Debug and test modules; Collaborate with senior engineers in Agile ceremonies",Software Developer; Entry-Level; Fresher; Frontend; Backend; Agile; Collaboration
SD006,Software Developer - Entry Level,Fresher,0–1 year,JavaScript; Python; Java; Angular; React; SQL; NoSQL; Git; Collaboration; Problem-solving,Assist in front-end development with Angular or React; Write backend logic in Node.js or Python; Maintain SQL/NoSQL databases; Perform testing; Collaborate in Agile sprints,Software Developer; Entry-Level; Fresher; Frontend; Backend; Agile; Web Development
SD007,Software Developer - Entry Level,Fresher,0–1 year,Java; Kotlin; Swift; Android Studio; Xcode; SQL; NoSQL; Git; Teamwork; Analytical thinking,Assist in developing Android/iOS applications; Write frontend components; Maintain backend services; Perform testing; Collaborate with UX/UI designers,Software Developer; Entry-Level; Fresher; Mobile Development; Android; iOS; Agile
SD008,Software Developer - Entry Level,Fresher,0–1 year,"Python; SQL; Git; ML libraries (scikit-learn, pandas); Problem-solving; Collaboration",Write Python scripts for data preprocessing; Assist in building machine learning models; Integrate REST APIs; Perform testing in collaboration with data scientists,Software Developer; Entry-Level; Fresher; AI; Data Analytics; Machine Learning
SD009,Software Developer - Entry Level,Fresher,0–1 year,Python; Java; Git; AWS basics; Azure basics; SQL; NoSQL; Teamwork; Problem-solving,Write backend services in Python or Java; Deploy microservices on AWS or Azure; Maintain databases; Participate in testing; Collaborate in Agile teams,Software Developer; Entry-Level; Fresher; Cloud Computing; Backend; Agile
SD010,Software Developer - Experienced,Experienced,1–3 years,Java; Python; C++; JavaScript/TypeScript; React; Angular; Vue.js; Node.js; Django; Spring Boot; SQL; NoSQL; Git; Agile/Scrum,"Develop robust software solutions; Build frontend applications using React, Angular, or Vue.js; Implement backend services and REST APIs; Optimize database queries; Participate in Agile sprints and code reviews; Collaborate with cross-functional teams",Software Developer; Experienced; Mid-Level; Frontend; Backend; Cloud; Agile; Full-Stack
SD011,Software Developer - Experienced,Experienced,2–4 years,Java; Python; C++; React; Angular; Node.js; SQL; NoSQL; Git; Docker; Kubernetes; CI/CD; Agile/Scrum,Design and implement scalable applications; Maintain backend and frontend systems; Deploy applications with Docker/Kubernetes; Optimize database queries; Participate in code reviews and Agile ceremonies,Software Developer; Experienced; Mid-Level; Full-Stack; Cloud; Agile; CI/CD
SD012,Software Developer - Experienced,Experienced,3–5 years,Java; Python; C#; Angular; React; Node.js; SQL; NoSQL; AWS; Git; CI/CD; Agile/Scrum,Lead backend and frontend development; Integrate cloud services; Deploy and maintain CI/CD pipelines; Ensure application performance and scalability,Software Developer; Experienced; Mid-Level; Cloud; Full-Stack; Agile; CI/CD
SD013,Software Developer - Experienced,Experienced,4–6 years,Java; Python; React; Angular; Vue.js; Node.js; SQL; NoSQL; AWS; Docker; Kubernetes; Git; Agile/Scrum,Design full-stack applications; Deploy microservices in cloud; Maintain database systems; Lead code reviews; Mentor junior developers,Software Developer; Experienced; Mid-Level; Full-Stack; Cloud; Mentoring; Agile
SD014,Software Developer - Experienced,Experienced,5–7 years,Java; Python; C#; React; Angular; Node.js; SQL; NoSQL; AWS; Azure; Docker; Kubernetes; Git; CI/CD; Agile/Scrum,Lead development of enterprise applications; Implement cloud-based solutions; Ensure scalability and security; Oversee CI/CD pipeline management; Mentor teams,Software Developer; Experienced; Senior-Level; Full-Stack; Cloud; Leadership; CI/CD
SD015,Software Developer - Experienced,Experienced,6–8 years,Java; Python; C++; Angular; React; Node.js; SQL; NoSQL; AWS; Docker; Kubernetes; Git; CI/CD; Agile/Scrum; Microservices,Architect and develop enterprise applications; Lead cloud migration projects; Manage microservices deployment; Ensure system reliability and performance,Software Developer; Experienced; Senior-Level; Full-Stack; Cloud; Microservices; Leadership
SD016,Software Developer - Experienced,Experienced,7–9 years,Java; Python; C#; React; Angular; Node.js; SQL; NoSQL; AWS; Azure; Docker; Kubernetes; Git; CI/CD; Agile/Scrum; Microservices,Lead design of scalable software systems; Mentor development teams; Ensure CI/CD best practices; Implement cloud solutions; Drive full-stack architecture decisions,Software Developer; Experienced; Senior-Level; Full-Stack; Cloud; Leadership; Architecture
SD017,Software Developer - Experienced,Experienced,8–10 years,Java; Python; C#; React; Angular; Node.js; SQL; NoSQL; AWS; Docker; Kubernetes; Git; CI/CD; Microservices; Team Leadership,Oversee large-scale software projects; Lead cross-functional development teams; Ensure deployment and scalability of cloud solutions; Mentor junior and mid-level developers,Software Developer; Experienced; Senior-Level; Full-Stack; Cloud; Leadership; Microservices
SD018,Software Developer - Experienced,Experienced,9–12 years,Java; Python; C#; React; Angular; Node.js; SQL; NoSQL; AWS; Docker; Kubernetes; Git; CI/CD; Microservices; Agile; Team Leadership,Lead enterprise software development; Drive cloud adoption strategies; Oversee CI/CD pipelines; Mentor technical teams and set best practices,Software Developer; Experienced; Senior-Level; Full-Stack; Cloud; Leadership; Agile
SD019,Software Developer - Experienced,Experienced,10+ years,Java; Python; C#; React; Angular; Node.js; SQL; NoSQL; AWS; Azure; Docker; Kubernetes; Git; CI/CD; Microservices; Team Leadership,Lead technical strategy for software projects; Architect scalable cloud solutions; Oversee development and CI/CD processes; Mentor multiple development teams,Software Developer; Experienced; Senior-Level; Full-Stack; Cloud; Leadership; Architecture
SD020,Software Developer - Experienced,Experienced,10+ years,Java; Python; C#; React; Angular; Node.js; SQL; NoSQL; AWS; Docker; Kubernetes; Git; CI/CD; Microservices; Agile; Team Leadership,Drive full-stack software architecture; Lead cloud and microservices initiatives; Mentor teams across projects; Implement CI/CD and Agile best practices,Software Developer; Experienced; Senior-Level; Full-Stack; Cloud; Leadership; Microservices
SE-F1,Software Engineer - Entry Level,Fresher,0-2,Python; JavaScript; Git; React; MySQL; Data Structures; Algorithms; VS Code; Jira,Write clean and maintainable code in Python and JavaScript; Collaborate with senior engineers to implement features; Debug issues and participate in agile sprints; Contribute to unit testing and code documentation; Learn and apply modern development practices,Software Engineer; Python; JavaScript; React; MySQL; Agile; Unit Testing; OOP
